company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
explara ticketing software,The Explara Ticketing Platform,Ayushi M.,Marketing & Partnerships,"Events Services, 1-10 employees",Used the software for: 1-2 years,NO,Source: Capterra,"May 20, 2019",5,4,4,5,5,10.0,,"Pros: We started using Explara as a ticketing platform for our events in May 2018.

We integrated it in our website and since then have been using it daily.

As we are an events company, we needed a software that could easily help us manage our event ticketing and explara has been a good choice.

When we started events in Singapore last year, we were not sure how to go about with the ticketing.

But with the Explara team's support and guidance, we were able to manage that smoothly.","Cons: There are many good things about this software. But certain things need a little improvement.

1. The payout invoices we receive need to be more detailed. Since we are only 2 people managing all the events, it gets difficult to visit the dashboard each time to check the payout for each event.

If along with payout structure that we receive, we would get information about what event tickets we have received a payout for, it will be very helpful.

2. The formatting of the event description can be made better.",,
explara ticketing software,Best DIY ticketing Software,Prakhar D.,Engineer-P&P,"Program Development, 1-10 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Mar 22, 2019",4,4,4,5,4,8.0,,Pros: The best part which we liked about them is the promptness in their customer support and willingness to improve/customise the platform as per customer's demand which really helped us to make our operations smooth,"Cons: I would say to build more on your event manager app to make on-site check-ins, goodies distribution easy which is not good at all as of now. I would also recommend Explara to start e-certificate services.",,
explara ticketing software,The Review that matters,Verified Reviewer,nan,"Non-Profit Organization Management, 1-10 employees",Source: Capterra,NO,nan,"Mar 18, 2019",5,5,4,5,5,9.0,,"Pros: User friendliness, secure payment process features and the team!",Cons: Zilch.,Overall: Go to place for all membership management needs and online event management. Great user friendly product and the payments management process is on point!,
explara ticketing software,Customer Satisfaction,SENGUTTUVAN C.,Director Technical,"Mining & Metals, 201-500 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Mar 22, 2019",5,5,5,5,5,10.0,,Pros: User friendly. Easy to customise based on your needs.,Cons: Confusion on International payments and its gateways.,Overall: FANTASTIC,
explara ticketing software,Explara for a social venture (startup),Verified Reviewer,nan,"Computer Software, 11-50 employees",Source: Capterra,NGC,nan,"Nov 27, 2018",4,5,5,5,3,9.0,,Pros: When I started using it in 2016 - It was a very personal experience since someone from the explara team was readily available to help with its features. I had his number saved on my phone and was easy to reach. However I do appreciate the later customer management system.,Cons: Varying service charge rates over the years. I was not in control/wasnt made aware of these changes.,Overall: Explara has been quite useful and has provided my past venture with a great accessible platform.,
explara ticketing software,Explara Review,Vidya B.,Administrator,"Financial Services, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Mar 14, 2019",5,5,5,5,4,10.0,,"Pros: this is very handy, well designed, customer support is very good, it is very helpful in spreading the business","Cons: I have an overall good experience, nothing really is bad about it.",Overall: Explara has been quite useful and has provided my past venture with a great accessible platform.,
explara ticketing software,A very comprehensive platform,Deepika P.,Investor Relations,"Fund-Raising, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jan 30, 2019",5,5,5,5,5,9.0,,Pros: Easy to use and the team provides great service,Cons: Provide a little more flexibility for the event,Overall: Creating an event management for attendees,
explara ticketing software,Ease of Usage,Upasana Mahtani L.,Director - PR,"Online Media, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Nov 30, 2018",5,5,5,5,5,10.0,,Pros: Explara is an extremely easy to use and efficient portal. For someone who is very resistant to technology I find it a breeze.Also the entire team is extremely supportive and helpful with the innumerable questions I always seem to stumble upon.,Cons: Nothing as such.. I get stuck at times . But that is easily solved by their help desk,Overall: Excellent!!,
explara ticketing software,Great platform with user-friendly interface,Anmol S.,Director,"Marketing and Advertising, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Nov 29, 2018",5,5,5,5,5,10.0,,Pros: The platform's user friendly interface which is super handy to use both by organizers and ticket buyers alongwith electronic app check-in was a super hit.,Cons: The event setup procedure has some bugs related to updating of pictures and thumbnails for event website.,Overall: Organizing our monthly meetup has been a great experience with Explara's tools and ticketing platform. Now we can do all that without any hassle.,
explara ticketing software,Convenient,Abhinav S.,Student,"Higher Education, 51-200 employees",Used the software for: Less than 6 months,NO,Source: Capterra,"Mar 14, 2019",5,5,5,5,5,9.0,,Pros: Easy to understand user interface and dash board,Cons: No provision to send bulk email to others,Overall: Organizing our monthly meetup has been a great experience with Explara's tools and ticketing platform. Now we can do all that without any hassle.,
