company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
syam software,SyAM one stop for all!,Pamela M.,Director of Technology,"Education Management, 201-500 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 15, 2019",5,5,5,5,5,10.0,,"Pros: By using the SyAM applications - it has reduced the time in so many different ways. Making the daily work load so much less than it was.

We use SyAM for asset management , one benefit is that is has taken away the task of touching each machine to grab the mac address for MAC authentication. We just run a report and grab it from the SyAM asset management application. It also helps us with our yearly inventory report that needs to be presented to the BOE.

We use SyAM for our MDM - by using SyAM we touch the machines once when they come in and then we never see them again unless the screen breaks.

We use SyAM for our ticketing system. We had a reduction in staff this year and the ticketing system has been amazing. When a ticket is created - it is sent out to the techs and they are able to respond in a reasonable time, making everyone happy. I am so glad we have this system.

The support from SyAM is fantastic. I have never been disappointed.",Cons: I would like to clean up the ticketing system so it flows better for the end user. I am pretty sure this is on my end not SyAM. I can't really think of anything that we do not like about the software.,Overall: It has been exceptional!,
syam software,SyAM Software,Lauren R.,Helpdesk Coordinator,"Primary/Secondary Education, 501-1000 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Jul 09, 2019",4,5,4,5,5,9.0,,Pros: We have tried many helpdesk/MDM/inventory systems and this one is very intuitive to learn. The customization level is decent and the support from the company staff has been amazing. Someone is always a phone call away and willing to explain or remote into the system. Their support documentation is also very detailed which makes it easy to follow along with steps to something you are unfamiliar with.,"Cons: The cons that I have about this software seem to all be items SyAM is working on, which is nice. The MDM system currently does not allow assignment based on ID's like some other systems. Currently the helpdesk system is not integrated with Google SSO sign in for our organization, which does not allow us to use the helpdesk end-user portal. In the future they say this will be possible and we are very much looking forward to it!","Overall: SyAM has been a good solution for us this last year. We were looking for a system which could help us eliminate multiple vendors and costs for MDM, inventory, helpdesk, power management and software installs. We are actively working with SyAM to discuss desired features and adjustments to the system and are thankful they are willing to be part of the conversation.",
syam software,Great software,Richard S.,IT Supervisor,"Education Management, 501-1000 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 08, 2019",4,4,5,5,5,10.0,,Pros: It is a great tool to manage desktop and laptops. We were able to deploy secure browsers to all of our desktop and laptops that needed the browser install. We have been able to update Java and Internet browswers with a few simple steps.,Cons: When switching from the ticket system to asset management you cannot have two tabs open with each showing up.,Overall: Syam has help us get a control on our assests and management of the desktops/laptops from one location.,
syam software,Automating processes,Roberta P.,CIO,"Education Management, 5001-10,000 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 22, 2019",5,5,5,5,5,10.0,,Pros: The software allows you to automate many processes. The team works with you to customize what they already have in production and then works with you on any add-ons you would like. Their assistance in setting up the software and working with you every step of the way to make sure you are successful.,"Cons: there isn't much to say here, they are helpful and stay in touch.",Overall: Distributing software is easy once you understand their process. They work with you from the beginning through all processes. They still keep in touch and ask if there is anything they can do to help. Their help desk is a little difficult to set up but after that it is easy and informative.,
syam software,Multiple instances,Tim K.,Director of Systems Technology,"Education Management, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 15, 2019",5,4,5,5,5,10.0,,"Pros: The wealth of information that it gives you about devices, as well as the automated way in which it keeps everything up to date. Also, the built-in remote support tool is phenomenal.",Cons: The utilitarian appearance and slight learning curve to using the Management Utility,"Overall: I worked with Syam at a previous job. It was a good experience and when I found a new position, rather than the in-house Access database, I immediately implemented Syam to start a full inventory of live devices and get me specifics of the machines. Additionally, it provides me the necessary alerting when I have server issues.",
syam software,SyAM System at TON,Ramon F.,IT Operations Supervisor,"Government Administration, 201-500 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Jul 08, 2019",4,4,4,5,5,10.0,,"Pros: 1) Site Manager Suite very user-friendly

2) System Area Manager very user-friendly

3) Remote Support is also easy to use - just wish we had the option to see users' second or third screen.","Cons: These are not 'CONS"" per se but I just need to get more acquainted with the Management Utility modules. I have had worked on some features but I need more training on them.","Overall: The remote support to other PCs is very helpful for us, but like I stated above; wish we had the option to see users' second or third screen when they used.",
syam software,Outstanding,James M.,Network Manager,"Education Management, 201-500 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 15, 2019",5,5,5,5,5,10.0,,Pros: The customer support is top notch and the software does what it is supposed to do very well.,Cons: I really haven't found any cons. The software is outstanding.,Overall: It is a very powerful software suite and I can't say enough good things about the customer support.,
syam software,Daily use of syam,Angela W.,Technology consultant,"Education Management, 501-1000 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Jul 08, 2019",5,4,5,5,5,10.0,,Pros: The ability to have a remote view and control over our devices,Cons: There are so many steps to configuring the devices and some of the steps are confusing and complex for the average user,Overall: The support has been outstanding and I am looking forward to learning more about syam and using it to its full potential,
syam software,SyAM Review,Evan L.,IT Technician,"Information Technology and Services, 501-1000 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 15, 2019",4,3,3,5,4,7.0,,"Pros: Once the software is setup, it is easy to manage and use. I personally use the Mobile Device Management part of the software the most. I believe it is cheaper per device then any of the other MDM software products currently on the market.","Cons: Sometimes, our SyAM server (which is local) will go down. It ends up using too much memory on the windows server.",Overall: The support has been outstanding and I am looking forward to learning more about syam and using it to its full potential,
syam software,Great MDM software,Christopher H.,Network Technician,"Education Management, 51-200 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Jul 08, 2019",5,5,5,5,5,10.0,,Pros: The ease of use. Getting devices up and running is almost too easy.,"Cons: Honestly, my only complaint is the loading time, and I'm sure it's just my impatience.",Overall: The support has been outstanding and I am looking forward to learning more about syam and using it to its full potential,
syam software,SYAM ROCKS!,Christine G.,Instructional Technologist,"Education Management, 201-500 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Jul 08, 2019",4,3,5,5,4,8.0,,"Pros: SYAM is an awesome device management suite that allows remote management, energy monitoring and inventory management all in one. I like the level of detail I am able to see on individual devices as well as groups of devices.","Cons: The user interface is a little confusing in some areas. Syncing can be slow at times to the point where I am wondering if it is actually performing a task or is just hung up. It would be helpful to have a ""working on it"" indicator so I know it is working.","Overall: SYAM has helped my organization manage our fleet of ipads and customize preferences and apps by group. We have been very impressed with their level of customer service. Reps are quick to answer questions, explain functions, helped us set up the system, and even come visit us when we needed extra training.",
