title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
ThunderTix is fabulous!,Megan F.,Office Manager,"Performing Arts, 11-50 employees",Used the software for: 1-2 years,VRI,Source: Capterra,"Apr 19, 2017",5,5,5,5,5,10.0,,"Pros: There are a lot of pros to it. It is very user friendly and easy to understand and put events together. Kinda repeating what I put on the first page: ""when we first started, we had a lot of questions figuring it all out, but reaching customer support was super simple. When I contacted I got a response within 24 hours. The customer representative is usually the main person I deal with and she is amazing. She always is super friendly and very knowledgable for every problem we have. She always knows exactly where to direct me and how to answer it, so I would highly recommend to anyone.""","Cons: Anything I would suggest would probably be:

I wish there was an easier way to do ""at the door stuff."" I don't think I have researched it enough to know enough about it, but we would love to figure out a better way to run that more.","Overall: ThunderTix is fabulous! It is very easy to use and to put an event together. When we first started, we had a lot of questions figuring it all out, but reaching customer support was super simple. When I contacted I got a response within 24 hours. The customer representative is usually the main person I deal with and she is amazing. She always is super friendly and very knowledgeable about every problem we have. She always knows exactly where to direct me and how to answer it, so I would highly recommend to anyone.","Recommendations to other buyers: One other thing I had a question about is that sometimes there are some parents that say they don't receive their tickets by email. I am not sure if there is a reason behind that or if it is just by chance it got lost or went to spam. I am not sure, but just wanted to throw that in there too."
The Best Online Ticketing Model,Todd H.,President,,,VRI,Source: Capterra,"Mar 10, 2011",4,4,5,4,5,10.0,,"Pros: #1 - No added/rising fees to our patrons!

Improving interface

Customized

Compatible with Authorize.net

Reasonable cost

PDF Ticketing

Easy to train

Reliable and Available","Cons: Reporting still being developed/enhanced

Better testing and version control has been requested

No real-CRM capability for patron management/history

Development seems focused on ""new"" features (i.e. Facebook integration) more than refinement of existing features (i.e. reporting)

Error codes are confusing to patrons when transactions are not going through

Transaction/Administration speeds varies (system tweaking is needed after most iterations)",Overall: When we selected ThunderTix they were the only online ticket service that we could find that did not charge a 'per ticket service fee' to our customers. That model was vital to our selection as we do not believe online ticketing should be cost a premium over walk-ups.,
ThunderTix Gets It Right The First Time,Randolph S.,Public Relations Chair,,,VRI,Source: Capterra,"Dec 29, 2011",4,5,5,5,5,10.0,,"Pros: To begin with, this was the first time our organization has attempted to sell tickets online. Our experience with ThunderTix was almost exclusively positive.","Cons: While there isn't much I can say in the way of cons, I will list the one minor annoyance we had (has been resolved though) when using the system.",Overall: ThunderTix is the absolutely the best online ticketing system I have found to date. There were a number of companies which pitched their products and we tried a number of them. Ultimately none of the competing products were as simple to use or as well suited to our needs.,
Excellent platform for online booking; Top-notch and responsive customer service,John H.,Owner,"Recreational Facilities and Services, 11-50 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Apr 06, 2017",5,5,5,5,5,10.0,,"Pros: Ease of use. Easy to get new employees trained. Powerful reports for marketing and order tracking. Allows you to put all your inventory online and have just one platform for box office walk-up, phone and online bookings. Seamless. The online question and answer section is excellent.",Cons: Can't really think of anything.,"Overall: We've been using Thundertix since 2011 for my busy sailing tour and charter business. Before we chose Thundertix, we thoroughly evaluated at least five other online reservation/booking software systems and found that Thundertix's combination of features, simple user interface , powerful back end for reports and pricing could not be beat. We are often approached by other competitors and have sometimes looked at other systems to see if we're missing anything and Thundertix combination of features and pricing (no ticket fees) wins hands down every time. The fact that you have total control over any fees (or not) charged to your customers is very appealing. When on occasion, we've had a suggestion for an improvement, we've often seen it implemented. If you have an issue you can get someone to respond quickly. They're all excellent. Thundertix is really top-notch.","Recommendations to other buyers: I suggest you try it out. They can give you a demo, or set you can sign up for a short period."
ThundertTix Rocks,Leona R.,Coordinator,"Entertainment, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jun 27, 2019",5,4,4,5,5,10.0,,"Pros: The customer service is superb. We love the ability to have multi level tickets, ticket discounts & the ability to customize tickets in detail. Love the reserving ability for seats and that it is controlled by us and not the public. Appreciate that you allow us to add in cash or check sales to keep track of all sales for an event. It has made our ability to account for an event at the end 100% better.","Cons: The inability to have a store for merchandise separate from adding to a ticket.

Refunds & exchanges to multi day events can get very confusing. Most for us in theater as people will purchase tickets & exchange for another show time. The money flow can be confusing when doing the books for close out.","Overall: Thundertix has boosted our ticket sales for all events. It promotes advance registration and reduces cancellations, changes and refunds. However, having those options available in the system has made it easier for us to maneuver changes when they must be made. Our customer love the ability to do things on line from home, yet have the ability call or stop in & we can make the reservations for them.",
eTicketing made easy,Rian I.,Founder,,,NO,Source: Capterra,"Nov 03, 2015",5,5,4,5,5,10.0,"Comments: I have a small business where I have to sell tickets online to reach my out of town customers. And being small, I need every dollar I can get to keep my tours going. I have been using other 3rd party ticketing sites, and I loose a lot of my profit to pay these big sites their 3+ percent fee for every ticket I sell. My tickets sell for $150+, loosing 3-4% of every tickets adds up quick and I got sick of it, searching for alternative. Then I found ThunderTix!! Hands down, ThunderTix beats all of those ticketing sites. I pay a annual flat rate fee, therefor I know exactly what my cost will be for ticketing. And when you break down the ThunderTix cost per ticket, we're talking pocket change per ticket! That means, I'm actually making money off of my tickets again!",,,,
Clay Eichler Memorial Fund appreciates Thundertix and Pam!Ei,Gail E.,,,,NO,Source: Capterra,"Mar 23, 2017",5,5,5,5,5,10.0,"Comments: We started a non profit in 2014. I have volunteered in a lot of areas over my years, but I've never been one of the main people behind starting a non profit much less throwing a concert and golf scramble in the same day. With a lot of amazing help from friends our events were successful. I credit thundertix with the ease of getting information to supporters. This kept our contributors in the know, they knew when to expect their tickets to be emailed. We started solitciting money 6 months before our event. We did not want to mail tickets to them 4 months before they needed them...



Please know when I say we had no experience, I mean we had none. Two of my friends who are either present/past treasurers of org. are also my treasurers. They input all the sponsorships, donations, ticket purchases, golf registrations, tshirt sales, etc. into thundertix. We were very hesitant at first, but with multiple calls to Pam initially and very frequently later, we are smooth sailing.She only showed concern and kindness when we called. This is so needed in our world today. I would recommend this to anyone who is selling tickets to an event.

The availability to contact your donors is at your fingertips. We decided to email tickets to customers 2 weeks before our event. We send an email right away, to let them know we have received their sponsorship, thank them for it and let them know when to expect their tickets. It makes it so easy for everyone. The supporters and in our case, our volunteers.

I spent many hours looking at different options and I know we made the right choice.

The customer service from Pam is more than it's weight in gold. I am not kidding, she could help with every issue. This is only our 3rd year to use the software, in this time period, there have been several ""upgrades"".

One other thing that made it really nice for us, especially as beginners, is the compatibility between thundertix and our credit card payment system. They worked it out behind the scenes where any credit card information is not on my website. When a customer hits the sponsorship or donate tab, they are immediately taken to another website where this information is taken on a much more encrypted safe site than mine.

In 2 years we have given back $265,000.00 to our community. There has been a lot of information submitted in Thundertix.",,,,
Fee free ticketing system,Glen M.,President,"Entertainment, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Apr 19, 2017",5,4,4,5,5,10.0,,"Pros: Has a lot of flexibility for other season ticket passes, private functions, and for displaying ticketing information on our website",Cons: Would like more integration options with Canadian merchant gateways,"Overall: We selected Thundertix because they did not charge us on the basis of a per ticket fee. Our customers hated paying add on fees, and Thundertix was the only company that we found that did not charge that way.",
I really enjoy working with Thundertix. It is a very user-friendly program.,Nina S.,Audience Relations Manager,,Used the software for: 2+ years,NGC,Source: Capterra,"Apr 19, 2018",5,5,4,5,5,10.0,,"Pros: The ease of use of creating events and how easy it is to apply the program to our website. I also enjoy the incredibly fast response from their customer service. There is also a Request a Feature page and you can ad your request or problem to it and vote for others that have already been submitted. The Thundertix team works on the requests in order of votes or sometimes fixes a glitch right away. The newest feature I got really excited about is the shopping cart, which gives patrons the option to purchase several events in one transaction.",Cons: That I can't get into an attempted order by a customer who made a mistake (in real time). I have to wait until the remaining checkout time has passed instead of being able to cancel the transaction for them and to start over.,,
Best Bang for your Buck!,Katie H.,Social Media Manager,"Entertainment, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Aug 13, 2018",5,5,5,5,5,10.0,,"Pros: We love the price partnered with all the incredible features. Also, Thundertix is ALWAYS working to improve and is ALWAYS adding new and exciting features based on their customers requests. Their customer service is also amazing!",Cons: I wish that there was more of a variety of email softwares that ThunderTix software could automatically import to.,Overall: We are able to offer fair ticket mark-up costs to our customers compared to other ticketing platforms which charge way to much for their services.,
