company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
accesso_showare,Easy to train volunteers and to pull reports. Gets the information I need.,Steve F.,Chief Executive Officer for Patron Services,,Used the software for: 2+ years,VR,Source: Capterra,17-Nov-17,5,5,4,5,5,10,,"Pros: Ease of use. Friendliness and helpfulness of support and sales teams. Much better reports from the old system we used prior to conversion. More flexibility for online offers. Much better response from our clients on the ease of use during online purchases. Better subscription processes. When I discover a ""bug"" in a procedure, the team is there to help resolve the issues. Flexibility of changing things on the fly. The support team is always willing to put in our suggestions we might have to improve the system when we might find things that others might be able to use as well.","Cons: With every system I have used in my 30 years in the ticketing industry there are always things that one would wish the new system to do. Some ideas coming from other systems, to others coming from volunteers, staff and administration asking if the system can do ""this"". After working on several different platforms, I know there is not a perfect system that can accommodate every need. Being a non-profit organization with limited funds it is sometimes too expensive to customize reports which results in having to run several reports to get all the information that I need and combine them into one for the administration, but I appreciate the reports are there that give me the information I need.",Overall: knowing that our sales are being recorded in a safe and secure method.,
accesso_showare,Best Ticket Software I Have Ever Used!,Amber P.,Ticketing & Box Office Manager,,Used the software for: 2+ years,VR,Source: Capterra,7-Oct-17,5,5,5,5,5,10,,"Pros: I have used many different ticketing softwares in my career, and Showare is by far the most user friendly...both for our end of things and for our patrons. After moving to Showare, we saw a 50% increase in internet sales, and our patrons actually commented what a great upgrade it was. I also like how quickly I can build shows and get them on sale to the public. Being on constant time restraints, it's nice to have so many quick capabilities. Perhaps the best thing about Showare is the client services team. Any question or issue is resolved incredibly fast. Sometimes we don't even know of an issue, and it's already remedied, and we are made aware ASAP. They take wonderful care of us and listen to all of our questions and ideas.","Cons: When we first decided on Showare, there were a few reports and capabilities that Showare did not perform, that we were used to having. Instead of turning us away, they listened to us and helped us create a new report for our needs. Additionally, there have been things that we thought would be great additions to the system, not only for us, but to other venues as well. A few upgrades later...there they were!","Overall: User-friendly, easy to navigate, up to date software, great upgrades, amazing customer service.",
accesso_showare,Great Software! Best Customer Service!,Daryl L.,Webmaster,"Recreational Facilities and Services, 501-1000 employees",Used the software for: 1-2 years,VR,Source: Capterra,17-Oct-17,5,5,5,5,5,10,,"Pros: We have more than pleased with the flexibility of ShoWare as well as its stellar customer service! When we initially planned to use the system, the training was beyond what I've experienced with any other vendor. Our employees were initially a little intimidated by such a powerful system but once they realized how easy it really is to use, they LOVE it! We have employees who look forward to selling tickets on ShoWare because it is so easy and so intuitive. We are not a huge venue...as an HOA we bring in individual shows as well as season packages. We see the value because we are able to market to residents as well as the surrounding community using ShoWare. We also love the fact that upgrades are regularly introduced with advance notice. We looked at a variety of ticketing options but ShoWare won hands down. Post go-live, their customer service continues to be a winner in our book! And, yes, I love ShoWare as a customer too!","Cons: We needed a system which could accommodate the various seat maps and configurations we use as well as sell season tickets to patrons. If what you need is general admission ticketing for one or two events, this software would be overkill.","Overall: Training, flexibility, excellent customer service and value, value, value!",
accesso_showare,Great software and unbeatable customer service!,Erica E.,Box Office Manager,"Entertainment, 11-50 employees",Used the software for: 2+ years,NO,Source: Capterra,28-Nov-18,5,5,5,5,5,10,,Pros: We've been a Showare client for over 10 years and are still very happy with its ease of use (for both the customer and our team) and incredible flexibility.,"Cons: We're very excited that there is intergration with myemma, but hope that there will be more editing capabilities for scheduled messages soon.",Overall: We couldn't be happier with Showare as a ticketing solution and would absolutely recommend this software.,
accesso_showare,Ease of use paired with helpful and genuine customer service.,Amanda S.,Box Office Coordinator,"Government Administration, 1001-5000 employees",Used the software for: 2+ years,NO,Source: Capterra,30-Nov-18,5,5,5,5,5,10,,"Pros: Being new to the industry 4.5 years ago, accesso ShoWare is the only ticketing software I have used, and I couldn't imagine using anything else! Box Office associates and patrons alike find it very easy to navigate. After our venue decided to make some big changes to the seat numbering over the summer, our client services rep was very thorough and patient in helping me navigate through the process. What could have been a cumbersome project was made much easier due to his efforts.","Cons: A lot of patrons forget passwords/change email addresses, etc. and create new accounts instead updating their current account(s). I would love to be able to merge duplicate patrons accounts together.","Overall: We our very pleased with the software and appreciate the team at accesso ShoWare! Items such as setting up multiple dynamic pricing changes in advance and being able to hit ""enter"" after a keyword search (which might seem minor) are small pieces of continuous upgrades that are huge time savers and continue to grow our excitement for the product.",
accesso_showare,Switching to accesso Showare was the best decision we made!,Katie S.,Financial Director,"Entertainment, 11-50 employees",Used the software for: 2+ years,VR,Source: Capterra,12-Oct-17,5,5,5,5,5,10,,"Pros: accesso Showare is a great program which made our theater's ticketing process more efficient, effective, and allows us to spend our time focusing on great customer service. The fees are affordable, and the ease of use is unbeatable. We love the customer service they provide us too. Our patrons can pick their seats, make donations, and search our schedule with ease. Our staff can ring sales, take orders, and print tickets seamlessly. We would (and often do) recommend it to anyone.",,"Overall: We have seen more patrons, more effective marketing strategies, faster sales, and many more benefits from this software.",
accesso_showare,Excellent. Customer service is stellar,Stacy R.,Box Office Manager,,Used the software for: 2+ years,VR,Source: Capterra,15-Sep-17,5,5,5,5,5,10,,Pros: The ability to have access to many back-end features. Ease of use once learned. The many features that have the ability to drive revenue.,"Cons: The data entry fields do not auto fill with proper punctuation on the web/back end. ie, capitalized first name, hyphens in phone #'s etc. Not all reports are downloadable. There is not one report that has comprehensive information ( info from patron order address report and ticket buyer report would be helpful)",,
accesso_showare,"In a world of complexity, Accesso ShoWare and their ease of use is a breath of fresh air.",Brian K.,Ticketing Manager,"Non-Profit Organization Management, 11-50 employees",Used the software for: 2+ years,NO,Source: Capterra,28-Nov-18,5,5,4,5,4,9,,Pros: The ease and control of building your own Events and Performances and simple point and click functionality allows for easy training of rotating staff throughout the year. The flexibility the system and the support team has for our unique style of selling tickets has been quite a blessing.,"Cons: As with most systems, the inability to change the delivery method on a completed order and not being able to do a partial refund seamlessly can be a bit of a burden. Thankfully these scenarios don't come into play too often and we can work around them.",Overall: ShoWare is a great product for any venue looking for an easy system to use that allows the ability for the Box Office management to create and control their events. This take the stress off of relying on another entity to create your manifests and hope they finish on time.,
accesso_showare,Showare has changed the way we sell tickets for the better. It is truly a worry free process.,Tracy G.,"Director, Account Services","Internet, 11-50 employees",Used the software for: 2+ years,VR,Source: Capterra,8-Nov-17,5,4,5,5,5,10,,Pros: The process is streamlined and there are no surprises. It's easy to track current sales and report on them later. The recent updates to the software have made huge strides towards ease of use and flexibility. We have very active patrons and the servers never get overloaded so everyone leaves happy and with tickets. Our account manager is extremely communicative. He checks in on us and monitors every sale. We couldn't do it without him!,Cons: Set up is tedious if working with a tour of multiple venues. It's not hard but it does take time to set up each individual seat map. I would love if we could update seat maps after they're applied to a performance. Otherwise well done!,Overall: Our ticket selling process has streamlined and is now a no stress experience. We never worry about our sales running without a hitch. That peace of mind is invaluable to us as manage ticket access to the fans of some of the biggest musicians in the industry.,
accesso_showare,Love working with ShoWare products especially the new updates.,Angela M.,Box Office Manager,,Used the software for: 2+ years,VR,Source: Capterra,19-Sep-17,4,5,5,5,4,8,,"Pros: The best pro about this software is the user friendly, easy to navigate and most important, I really like the user friendly help tab. The help tab gears you in the right direction when you need that quick refreshing of how to do or understand something your forgot.","Cons: One thing I can say I would like to see an update on is when patrons enter a code, and the prices automatically change instead of using a drop box which to many can become very confusing, especially to elderly or non computer users.",,
