company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
zaui software,My Review,Nadine D.,Operations,"Leisure, Travel & Tourism, 201-500 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Apr 03, 2019",4,4,3,3,4,7.0,,"Pros: - Activities and packages fairly easy to build and get up and running

- I love the ability to connect with other systems and the OTAs

- I appreciate the help from reps. They are efficient, professional and knowledgeable. If they're not sure about an answer, they check before stating it as true. Other support staff has not been as helpful.","Cons: - Reliability - It seems that with every fix that is released, one issue is solved but then another problem occurs or key functions are removed.

- Slow loading

- Need the ability to custom design the manifests

- Communication - I wish there was more communication as to when updates are released and what the update includes.

- It can be very time consuming to get stuff completed. I.e. removing bar codes from our system, updating the training website to match the live site, etc...

- The email/SMS notifications should be an easier process. Creating and editing them is difficult and time-consuming. They are a great feature but need to be more user-friendly.

- We have created so many workarounds for our charters department. It is not a usable system for our charters division without these workarounds.

- Not having the ability to edit some of the hard-coded wording on our website along with the receipt portion that guests receive when printing their tickets.

- Need the ability to archive old stuff like employees, agents, activities, etc...

- Need the ability to put date bands around everything. It's frustrating to have to link and unlink activities depending on availability.

- Reports not being the correct i.e. report by agent, summary by activity

- The reports available for accounting purposes are not detailed enough or contain so much additional, unneeded information that manipulating the report isn't any faster than the other system we have in place.",,
zaui software,Zaui helped Copper Cayuse Outfitters build a better business,Don C.,Owner,"Leisure, Travel & Tourism, 1-10 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Apr 16, 2019",5,5,5,5,4,10.0,,Pros: Zaui is easy to use and set up was easy with the support provided. We were up and running with a few days and were quickly able to use the software to stream line our business. Zaui was able to quickly customize parts of their program to fit our business.Our business doubled in the first year of operation with Zaui and grew by 40% in the second year and we expect continued growth in future years. Zaui integrated into our website seamlessly to provide an easy shopping experience for our customers.,"Cons: Integration into our financial system has been a bit of a challenge, but now seems to work fine. More comparative reports from one year to the next would be helpful.","Overall: We did a deep dive on about four booking platforms before we made the decision to go with Zaui. As an operation we were ham strung with phone calls and had a great deal of difficulties keeping track of bookings and taking payments. During my search I found that most of the booking platform offered essential the same features. The difference was location and the level of personalized service. Zaui solved most of our operational sales, booking and payment issues and allows us to concentrate on our operations offering the best in horse back riding experiences.",
zaui software,Zaui is truly the Foundation of our Shuttle Business,Jillian W.,Owner / Marketing Manager,"Leisure, Travel & Tourism, 1-10 employees",Used the software for: 6-12 months,VRI,Source: Capterra,"Apr 02, 2019",5,5,4,5,5,10.0,,"Pros: Our company took over an Airport Shuttle operation and we had only a few weeks to get the new shuttle routes up and running. representative teams have been incredible in supporting our business, teaching us to better use the software and answer our many, MANY questions along the way. The Point to Point software give our owners, drivers and clients complete confidence in our shuttle service. Zaui has absolutely been the foundation of our shuttle business.",Cons: There are some features that we are still hoping for (and understand that the developers are looking into these) such as allowing our guests & agents to modify and cancel their own bookings and having agents create bookings without needing to input payment information.,"Overall: I would not know how to operate our shuttle service without Zaui! The ease of use, live manifests, and support has been incredible. I would (and have!) recommended Zaui Software to any shuttle company, tour company or transportation company that is looking to sell their services online, better organize their staff and ultimately run a smoother operation.",
zaui software,Zaui Review,Verified Reviewer,nan,"Leisure, Travel & Tourism, 1-10 employees",Source: Capterra,VRI,nan,"Apr 18, 2019",5,3,5,5,4,10.0,,"Pros: It is very versatile and the customization ability is fantastic.

Customer service is second to none. The staff are exceptional at helping figure out any issues and getting them resolved quickly.

API connects very easily and seamlessly with all the major OTA's.",Cons: It would be nice if there was a set of templates to choose from for the booking window design.,Overall: Overall experience has been fantastic. I have never found another company that offers the same level of customer service as Zaui does. They work one on one with businesses and really help you with getting things set up properly.,
zaui software,Great reservations+operations platform that can grow with your business!,Dominic M.,"Manager, Consumer Sales & Marketing","Leisure, Travel & Tourism, 51-200 employees",Used the software for: 2+ years,NO,Source: Capterra,"Apr 03, 2019",5,5,5,5,5,9.0,,"Pros: - Super-customizable system for any tourism business scenarios (complex multi-component packaging, shared inventories, add-ons, merchandise; charters, cross-selling, etc);

- Has functionality & integrations not available with other systems we've explored;

- Great technical support team;

- Fully-customizable online booking portal(s);",Cons: - Past issues with system speed (seems to be resolved now),Overall: Overall experience has been fantastic. I have never found another company that offers the same level of customer service as Zaui does. They work one on one with businesses and really help you with getting things set up properly.,
zaui software,Feedback,Catrin P.,Reservations and Operations Manager,"Transportation/Trucking/Railroad, 51-200 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Apr 15, 2019",4,4,4,3,4,9.0,,Pros: Capturing customer data and setting up customised packages,Cons: Delay in response to my emails (would like regular updates) and same issues with standby/overbooking keep happening,Overall: Happy but would like more functionality and customised reports,
zaui software,Great Software for tourism companies,Verified Reviewer,nan,"Hospitality, 51-200 employees",Source: Capterra,VRI,nan,"Apr 15, 2019",4,3,5,5,5,8.0,,"Pros: - Easy to use

- Allows you to connect to other companies using Zaui

- Great customer service

- Great POS system for mobile agents","Cons: - Reports are not the best

- Some times the system can be a bit slow, but it depends on how many products and items a company has",Overall: Happy but would like more functionality and customised reports,
zaui software,Zaui review,Glynn L.,Managing Director,"Hospitality, 1-10 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Apr 01, 2019",4,4,4,4,4,9.0,,"Pros: Pro is the ability to connect live availability Zaui - Zaui.

As well as the ability to connect vie the webhooks for external automation.",Cons: No minimum pax option for online bookings that have a minimum pax requirement.,Overall: The ability to automate has been extremely useful. Although a lot of that automation is handled outside of Zaui via webhooks.,
zaui software,Fair,Monica K.,"Director, Sales & Marketing","Hospitality, 51-200 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Apr 01, 2019",4,4,3,4,4,5.0,,Pros: We benefit greatly from Zaui's ability to map to other systems which allows select partners to book into our live inventory.,"Cons: Although Zaui works well for our daily sightseeing tours, it is not well developed in regards to our private charter services.",Overall: The ability to automate has been extremely useful. Although a lot of that automation is handled outside of Zaui via webhooks.,
zaui software,TA review,Inge C.,General Manager,"Leisure, Travel & Tourism, 11-50 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Mar 21, 2019",4,4,2,5,2,6.0,,Pros: Ease of use.,Cons: Functionalities.,Overall: Great for online booking. Could use some features tracking customers bookings so they can get a 10 + 1 free automatically or the ability to blacklist customers and/or have notes pop up when booking,
