company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
wintix / webtix,The Scary Decision to move to online ticket sales.,Jeffrey S.,"Business Manger, Co-Founder","Performing Arts, 1-10 employees",Used the software for: Less than 6 months,VR,Source: Capterra,"Jun 18, 2019",5,5,5,5,5,10.0,,"Pros: Ease of use, seamless switch over from Wintix 5 to Wintix 6 with Webtix, fantastic staff to solve issues, custom programming if necessary. Hands free sales.",Cons: There are a few bugs here and there that are being addressed by the great staff.,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,Helps small fish theatre navigate the big internet ocean!,Natalie S.,Business Manageer,,,nan,Source: Capterra,"Apr 27, 2015",5,5,nan,5,nan,nan,"Comments: We started using Wintix/Webtix in the fall of 2013 for our 2014 season. It has jumped us into the 21st century by allowing us to offer online ticket sales! Wintix has enabled us to streamline the way we store all of our box office information and has eliminated the need for other software programs that we had been using to track our sales (Quicken, primarily), keep customer records and print tickets. We have been able to customize the program to our unique situation of selling flex season passes where passholders then reserve seats for each performance individually. We have a small house of 166 seats, but this software has made our job so much easier and less time consuming in handling tickets, payments, reservations, etc. The tech support is wonderful and has been so beneficial to a box office manager that is just tech savvy enough to by... yet has been able to make the switch without any trouble! OK, well I've made a couple of panicked phone calls, ha, ha. Ultimately, the online sales capability is taking a lot of pressure off of our box office and our patrons are making the switch to find it very convenient. We still provide limited box office hours to serve the less adventurous.","Pros: Ease of use, seamless switch over from Wintix 5 to Wintix 6 with Webtix, fantastic staff to solve issues, custom programming if necessary. Hands free sales.",Cons: There are a few bugs here and there that are being addressed by the great staff.,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,Happy with Wintix for more than ten years!,Jeffrey S.,Business Manager,,,nan,Source: Capterra,"May 06, 2015",5,5,nan,5,nan,nan,"Comments: Tacoma Musical Playhouse (Tacoma, WA) has been using Wintix for more than 10 years with complete satisfaction. We have 2500 season subscribers and 2000-2500 single ticket buyers per show. We also use it for year-long educational programs, specialty shows, fundraising events and theater tours, concessions, etc. It is highly flexible. We use it to track 100% of all cash receipts. You simply set up a show to be any category of receipts such as tuition, show deposit refunds, liquor concessions. For non-show events we use the option to not use a seating chart. It's also great for Flex Pass season subscriptions where patrons don't use a series such as 3rd Friday of each show. The team at Center Stage Software are always attentive to special requests such as report modifications etc. They provide frequent updates with new features. I highly recommend it. Happy to answer questions for anyone considering a purchase.","Pros: Ease of use, seamless switch over from Wintix 5 to Wintix 6 with Webtix, fantastic staff to solve issues, custom programming if necessary. Hands free sales.",Cons: There are a few bugs here and there that are being addressed by the great staff.,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,You will love this software for your business!,Rochelle J.,General Manager,,,nan,Source: Capterra,"Apr 27, 2015",5,5,nan,4,nan,nan,"Comments: The Expo Center of Taylor County in Abilene, Texas has been a client of Center Stage Software for 10 years. In this time we have made many requests for specific options in the software. Bruce, Diane, Peggy and Twila always listen to the needs of our facility and what we think our customers are requesting. Center Stage Software has customized reports, helped us with fan club sales and patiently helped us through our busy, crazy moments of selling tickets. Their professionalism, understanding of the market place and building/customer relationships is outstanding. The flexibility of web ticketing to printing hard tickets for volunteers to sell and the price for this service is beyond compare. I recommend Center Stage Software highly.","Pros: Ease of use, seamless switch over from Wintix 5 to Wintix 6 with Webtix, fantastic staff to solve issues, custom programming if necessary. Hands free sales.",Cons: There are a few bugs here and there that are being addressed by the great staff.,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,Wintix review,Verified Reviewer,nan,"Non-Profit Organization Management, 1-10 employees",Source: Capterra,NO,nan,"Mar 05, 2019",4,5,3,5,5,3.0,"Comments: The Expo Center of Taylor County in Abilene, Texas has been a client of Center Stage Software for 10 years. In this time we have made many requests for specific options in the software. Bruce, Diane, Peggy and Twila always listen to the needs of our facility and what we think our customers are requesting. Center Stage Software has customized reports, helped us with fan club sales and patiently helped us through our busy, crazy moments of selling tickets. Their professionalism, understanding of the market place and building/customer relationships is outstanding. The flexibility of web ticketing to printing hard tickets for volunteers to sell and the price for this service is beyond compare. I recommend Center Stage Software highly.",Pros: Ease of use- this was the first ticketing software I ever used and it was great to learn on,Cons: I think it could look better. My only complaint would really be aesthetics,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,"Wintix offers a unique, unmatched, business model I know of",Denis N.,,,,nan,Source: Capterra,"Apr 27, 2015",5,4,nan,5,nan,nan,"Comments: We have been using their system for more than 15 years...maybe more! We started during the days when we had an internal Wintix/TixSales system installed in our servers and when we transitioned over to online/cloud based system, we saw a significant increase in our tickets sales. The system is a fixed asset to our company because we know exactly how much we pay for the entire year. No ""per transaction"" charge!!! Hooray!!! The ability to be able to communicate with Bruce-the best software engineer ever!! is a plus because everything is handled in a timely and efficient manner! We are a 349-seat non-profit theatre company and have not found any similar business models or service elsewhere!",Pros: Ease of use- this was the first ticketing software I ever used and it was great to learn on,Cons: I think it could look better. My only complaint would really be aesthetics,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,Customer Service is top notch! Very dependable.,James K.,Producing Artistic Director,,,nan,Source: Capterra,"Apr 29, 2015",4,4,nan,5,nan,nan,"Comments: Pros - Once you understand how the program works, it can be very flexible to your needs. And for the price to use the software, there is literally no one I have found that can compete. The tech support is always there. Very prompt.",Pros: Ease of use- this was the first ticketing software I ever used and it was great to learn on,Cons: I think it could look better. My only complaint would really be aesthetics,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,Fantastic to work with,Tom H.,,,,nan,Source: Capterra,"May 12, 2015",5,3,nan,5,nan,nan,Comments: I love this product and this company. Why only three stars for ease of use? It is a very powerful piece of software that does have a significant learning curve. But you do get used to how it works.,Pros: Ease of use- this was the first ticketing software I ever used and it was great to learn on,Cons: I think it could look better. My only complaint would really be aesthetics,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,Easy to learn and navigate,Parth L.,Box Office Assistant,,,nan,Source: Capterra,"May 01, 2015",5,5,nan,5,nan,nan,Comments: The software is easy to learn and navigate.,Pros: Ease of use- this was the first ticketing software I ever used and it was great to learn on,Cons: I think it could look better. My only complaint would really be aesthetics,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
wintix / webtix,I have worked with wintex for over 15 years. Always found it easy to work.,Chris S.,owner,,,nan,Source: Capterra,"Apr 27, 2015",5,5,nan,5,nan,nan,Comments: Wintex is a user friendly program. It is easy to understand and work with. Regular updates keep you up to date on all product capabilities. The individuals who work with wintex are very helpful and understand your needs and will try their best to make it happen. Wintex/webtix works well for online needs. It has capabilities that one does not always use.,Pros: Ease of use- this was the first ticketing software I ever used and it was great to learn on,Cons: I think it could look better. My only complaint would really be aesthetics,"Overall: Our company made the scary choice to move into Wintix 6/Webtix some time ago. Within no time at all we knew we made the best choice and the web orders came flowing into Wintix 6 with virtually no effort from our staff. Within less than a month, we booked over $26K in effortless sales. It works beautifully! We're thrilled (although we know we came to this a little late)! We also opted for some custom programming to accommodate student registrations for CampTMP and a personalized seating chart. The staff at Centerstage are wonderful and do everything they can to solve issues or problems. Another wonderful feature is to extract season ticket holders and then send customized renewal notices using mail merges.",
