company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
ticketpeak,COULD NOT BE HAPPIER!!!,Lindsay M.,Musical Director,,,nan,Source: Capterra,"Mar 14, 2013",5,5,nan,5,nan,nan,,"Pros: -AMAZING customer service. Probably the best customer service i've ever dealt with ever. Louis was available via email and phone and wrote back to emails immediately. I never felt stressed waiting for a call back from him b/c he was so prompt in getting back to me. I really wish all companies had someone as attentive and reliable as he was with ticketpeak.

-The site is very easy to maneuver through. At first i wasn't sure what to click and where to go but after playing around a little bit, it was mostly self explanatory and most people would have no problem using it.

-EXTREMELY quick in getting our site up and running. It was less than 24 hours from the time i sent Louis our seating chart and we started selling tickets.

-LOVE that you can add a jpeg logo to personalize tickets.

-It's GREAT that you can add messages on the ticket regarding the show.

-the reports the site provides are SOOOO informative and helpful afterwards.

-We received a ton of compliments.",Cons: I can honestly say that i cannot think of any cons of this site or the people that i dealt with. It really is a fabulous site and program and I have and will continue to recommend it to people who could benefit from it.,"Overall: We had decided this year to switch to online assigned seat ticketing so that it would be less work for us during the school day and less lines at the door due to the fact we were always general admission. We went back and forth on whether or not we wanted to do it and i look back now and i'm mad at the time we wasted making a decision because it was THE BEST DECISION we could have made. It saved us SOOO much time and aggravation and kept our lobby so much more pleasant. In the past people waited an hour or more on line so that they got a good seat. Now, people came 15-30 minutes before show time, could walk around the lobby and then go in to their assigned seats. We noticed we also sold a lot of merchandise in our lobby this year because people did not need to stand in line, which was an extra added bonus! DO NOT WASTE TIME, EMAIL TICKETPEAK TODAY!!! You will NOT be dissapointed!!! Thank you Louis for all your help!!!",
ticketpeak,"TicketPeak has been a great fit for our organization. So easy to learn, and service is wonderful.",Dan D.,Executive Director,,Used the software for: 2+ years,nan,Source: Capterra,"Jul 13, 2017",4,5,4,5,nan,nan,,"Pros: Though perhaps not the most feature-rich option, TicketPeak is so easy to use that our all-volunteer box office staff can learn to use it in no time. And the rates are low so we don't have to worry so much about the bottom line.","Cons: There are enough options and enough reports to handle our basic operations, but a large organization may need something more robust.","Overall: We had decided this year to switch to online assigned seat ticketing so that it would be less work for us during the school day and less lines at the door due to the fact we were always general admission. We went back and forth on whether or not we wanted to do it and i look back now and i'm mad at the time we wasted making a decision because it was THE BEST DECISION we could have made. It saved us SOOO much time and aggravation and kept our lobby so much more pleasant. In the past people waited an hour or more on line so that they got a good seat. Now, people came 15-30 minutes before show time, could walk around the lobby and then go in to their assigned seats. We noticed we also sold a lot of merchandise in our lobby this year because people did not need to stand in line, which was an extra added bonus! DO NOT WASTE TIME, EMAIL TICKETPEAK TODAY!!! You will NOT be dissapointed!!! Thank you Louis for all your help!!!",
ticketpeak,"It is pretty basic, but meets our needs as a small not-for-profit theater company.",Susan H.,Director of Operations,,Used the software for: 2+ years,nan,Source: Capterra,"Jul 20, 2017",4,4,4,4,nan,nan,,"Pros: The reasonable price is a big draw, but it is also pretty simple to set up the events. The upgrade to mobile-friendly was great. I like that we can upload an image to our tickets and edit the content, at least somewhat. Our switch from PayPal to the TicketPeak credit card processor resulted in far fewer payment problems!",Cons: The reports are pretty clunky and a bit confusing to download. It would be nice to archive old events such that they no longer show up on the reports option. Marking dozens of boxes to sort to a specific event is pretty annoying.,"Overall: We had decided this year to switch to online assigned seat ticketing so that it would be less work for us during the school day and less lines at the door due to the fact we were always general admission. We went back and forth on whether or not we wanted to do it and i look back now and i'm mad at the time we wasted making a decision because it was THE BEST DECISION we could have made. It saved us SOOO much time and aggravation and kept our lobby so much more pleasant. In the past people waited an hour or more on line so that they got a good seat. Now, people came 15-30 minutes before show time, could walk around the lobby and then go in to their assigned seats. We noticed we also sold a lot of merchandise in our lobby this year because people did not need to stand in line, which was an extra added bonus! DO NOT WASTE TIME, EMAIL TICKETPEAK TODAY!!! You will NOT be dissapointed!!! Thank you Louis for all your help!!!",
ticketpeak,Satisfied,melanie f.,box office manager,,Used the software for: 2+ years,VR,Source: Capterra,"Oct 06, 2017",5,4,4,5,5,10.0,,"Pros: It is a great for the money. They provide excellent customer service, personal attention to needs that arise.",Cons: Some things are a bit difficult to navigate. Seating charts are small. Mostly satisfied with minimal complaint.,"Overall: We had decided this year to switch to online assigned seat ticketing so that it would be less work for us during the school day and less lines at the door due to the fact we were always general admission. We went back and forth on whether or not we wanted to do it and i look back now and i'm mad at the time we wasted making a decision because it was THE BEST DECISION we could have made. It saved us SOOO much time and aggravation and kept our lobby so much more pleasant. In the past people waited an hour or more on line so that they got a good seat. Now, people came 15-30 minutes before show time, could walk around the lobby and then go in to their assigned seats. We noticed we also sold a lot of merchandise in our lobby this year because people did not need to stand in line, which was an extra added bonus! DO NOT WASTE TIME, EMAIL TICKETPEAK TODAY!!! You will NOT be dissapointed!!! Thank you Louis for all your help!!!",
ticketpeak,"This has been a great solution for our theatre group. It has aided in cash flow, important for us.",Wendy L.,Business Administrator,"Performing Arts, 1-10 employees",Used the software for: 6-12 months,VR,Source: Capterra,"Sep 07, 2017",4,4,4,5,4,8.0,,"Pros: Training was easy, it's very intuitive. Our customers have asked for online technology for a long time and they are happy too with the ease of use of the software.","Cons: I would like to be able to make distinct groupings for our classes, I loaded Fall, Spring, March Breaks and they are one long list, it would be easier to see what you are looking for if there could be breaks in the listings. I'd love a bigger logo for our group too.","Overall: Our cash flow was better. We did paper registration and cheques/cash the first day of class. Now we have a continuous online registration. We are still converting people to online after all the years of being paper based. It's easy to print registration lists to know who's coming and how much room we have in the class. Online ticket sales are great, we know when our small studio is sold out.",
ticketpeak,Great Customer Support!,Eric S.,"President, booking agent","Non-Profit Organization Management, 11-50 employees",Used the software for: 2+ years,nan,Source: Capterra,"Aug 08, 2016",5,5,5,5,5,10.0,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.","Pros: Training was easy, it's very intuitive. Our customers have asked for online technology for a long time and they are happy too with the ease of use of the software.","Cons: I would like to be able to make distinct groupings for our classes, I loaded Fall, Spring, March Breaks and they are one long list, it would be easier to see what you are looking for if there could be breaks in the listings. I'd love a bigger logo for our group too.","Overall: Our cash flow was better. We did paper registration and cheques/cash the first day of class. Now we have a continuous online registration. We are still converting people to online after all the years of being paper based. It's easy to print registration lists to know who's coming and how much room we have in the class. Online ticket sales are great, we know when our small studio is sold out.",
ticketpeak,"Easy to use, lots of features",VICKI S.,Publicity Director,"Performing Arts, 1-10 employees",Used the software for: 2+ years,VR,Source: Capterra,"Sep 06, 2017",5,4,5,5,5,10.0,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.","Pros: It fits our needs perfectly at a price that fits our budget. We don't have need for lots of features, so it is fine.","Cons: Once in a while I have issues with ticket screens not showing how I expect, but fixes are pretty easy.","Overall: We are able to offer ticket sales online, which has reduced the number of volunteers needed at businesses to sell in person, and helped us keep better track of ticket sales.",
ticketpeak,Ticket Peak Online Ticket Sales,Stacy T.,Chairman of the Board,,,nan,Source: Capterra,"Mar 18, 2011",4,4,nan,5,nan,nan,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.","Pros: Louis Lamoureux is the absolute BEST person I've ever had the pleasure of dealing with. Instantly responsive to any question I've had and gives great advice and instruction. The product is imminently user-friendly and with Louis, very easy to setup and get started. I know that it has increased our sales even over the short period I've used it and the option to buy tickets online has not even been well publicized yet.","Cons: I would like to access the event report in the ""reports"" section without going to the ticket page. When entering events, I would like the option of entering multiple dates for each event without having to reenter the entire event. Would like a ""promotion"" option which would allow a bank of numbers to be assigned which buyer could enter for discount on individual tickets.","Overall: Great product at the best price. I certainly looked at many options and chose Ticket Peak. I highly recommend it to any organization. And, the service is absolutely outstanding.",
ticketpeak,Easy to set up. Easy for customers,Aaron N.,Assistant director,"Fine Art, 1-10 employees",Used the software for: 6-12 months,nan,Source: Capterra,"Jul 13, 2017",5,5,5,5,5,10.0,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.",Pros: Ticketpeak provided summaries of purchases and sent checks in a timely manner. They are always available and helpful if you have questions or concerns.,"Cons: It would be nice if the software allow more flexibility in customizing your sites. It would be great to add pictures of your venue and add ""themes"" to your ticket ordering page. You can currently customize the tickets somewhat, but the ordering page is relatively bland .",Overall: This made the job of our box office volunteer much easier. It was a great simplification of the process. We especially like not having to handle credit card information and being able to look up seating for those who forgot their tickets.,
ticketpeak,Mobile option not user friendly.Report options not user friendly,Dia H.,Treasurer,,Used the software for: 2+ years,nan,Source: Capterra,"Jul 13, 2017",4,3,3,5,nan,nan,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.","Pros: Ease of use when purchasing tickets (except on mobile devices)

Customizable of seat plan

Options for adding events","Cons: Report options - available ones are not very useful

Limited ability to repeat info when setting up events",Overall: This made the job of our box office volunteer much easier. It was a great simplification of the process. We especially like not having to handle credit card information and being able to look up seating for those who forgot their tickets.,
ticketpeak,We have used Ticket Peal for several years and Love all the functionality.,Jessica F.,Office Administrator,"Fine Art, 1-10 employees",Used the software for: 2+ years,nan,Source: Capterra,"Jul 13, 2017",5,4,4,5,4,7.0,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.","Pros: I love that we can print off reports and track payments, This enables us to run our events and performances smoother with volunteers checking tickets.",Cons: When being trained to do the office administration job the website was not the easiest to navigate.,Overall: It helped us run our events smoothly and track ticket sales.,
ticketpeak,Ticketpeak for theatres,Mark G.,Executive Producer,,,nan,Source: Capterra,"Feb 15, 2011",5,5,nan,5,nan,nan,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.","Pros: system is easy to use, easy to integrate with existing online box office and company website, makes assigned seating for a venue simple and automated cutting down on our man hours for ticketing, ticket links for customers to self print works great and the system allows for on line access to check in redeem tickets at the event and search for existing purchases in the event someone forgets to bring their tickets to the theater. Events are customizable and new venues are easily uploaded to accommodate different seating charts.",Cons: very few cons we have found in using Ticketpeak. There is a very slight learning curve to the system.,"Overall: I would definitely recommend TicketPeak. If you are looking to streamline your ticketing process for an event, have assigned seating, automate your processes and save your self time and money while at the same time creating a professional ticketing process TicketPeak is the way to go.",
ticketpeak,We love it!,Mason S.,"Treasurer, Director of Communications","Entertainment, Self-employed",Used the software for: 1-2 years,nan,Source: Capterra,"Jul 14, 2017",5,5,5,5,5,10.0,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.","Pros: The fees are low, and the customer service is GREAT! Ticketpeak has continuously answered my questions and has even made changes to programming and formatting based on our needs.",Cons: I wish there was an app for TicketPeak that was easier to use on a mobile device. Or make the site itself more mobile friendly.,"Overall: Ease of use, helps reach a larger audience",
ticketpeak,User friendly and easy to navigate,Heather T.,Founder & Director of Educational Programming,"Arts and Crafts, 1-10 employees",Used the software for: Less than 6 months,nan,Source: Capterra,"Jul 17, 2017",4,4,3,5,4,8.0,"Comments: the folks at Ticketpeak are extremely responsive and easy to work with. The service itself is very easy to use, both for us and for those getting seats.",Pros: The ease of setting up events. The ease of managing and editing events. I also like having the reports to print out before each show so that we can verify ticket purchases.,Cons: We have had some feedback that the workshop button and the audition button in the top right corner are hard to locate unless you are given the heads up when you are taken to the events page.,Overall: User friendly system for our customers purchasing and families registering their kids for classes.,
