company,title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
big tickets,I've been working with Xorbia Tickets for over 4 years. They've been a great partner!,Korey M.,Marketing Director,,Used the software for: 2+ years,NO,Source: Capterra,"Nov 30, 2017",5,5,5,5,nan,nan,,"Pros: I love the analytics and comparative analysis features. They are super easy to find, read and interpret. Also the customer support is top-notch - I don't think it's ever taken more than 30 minutes to get an email response from the support team about any issue. The Fanalytics feature is also fun to play with.",Cons: The only things that I'd like to see improved are some of the third party integrations (IE: mailchimp and Facebook) those features are the only advantage (in my opinion) that Eventbrite has.,,
big tickets,Great Service,Andrew R.,Assistant Director,"Fund-Raising, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 14, 2018",4,4,4,5,5,10.0,,"Pros: I've used Big tickets for events all over the country for 5 years now and they are great. The customer service is incredible and their staff is always eager to help me find solutions to any problem. The website is intuitive and easy to use, and the ability to turn any phone into a ticket reader is awesome!!!","Cons: The only issues I've had is pulling demographic information from my ticket holders. The dashboard sometimes shows different data than the reports. And I have a one or two minor glitches the ticket scan data uploading to the serving. But like I said, it's very minor.","Overall: I produce charity events for hospitals and cancer research facilities all over the country. Even when I use BigTickets to help me fulfill free tickets for my participants (for which they don't get a cut) their staff still goes out of their way to help me find solutions that work for me. Not mention the support during the event! We used a big competitor to Big Tickets one year and had an issue during the event, but couldn't get any support on the weekend. Big Tickets is always available, if not physically present at the event. I won't use anyone else!",
big tickets,Absolutely love this software!,Julie S.,Events Manager,,Used the software for: 2+ years,NO,Source: Capterra,"Nov 30, 2017",5,5,5,5,nan,nan,,"Pros: We've partnered with Xorbia since before I was on the team, and they have consistently been awesome to work with and always willing to help us. We've had great experiences and interactions with our account manager! He's truly helped us customize the ticket buying experience for our guests. Xoriba personnel have even attended events to help our newer members of our team too, and provided great insight into streamlining our ticket lines. The platform itself easy to use, and data is instantaneous. We've been satisfied with the product and their customer service!","Cons: The only issues I've had is pulling demographic information from my ticket holders. The dashboard sometimes shows different data than the reports. And I have a one or two minor glitches the ticket scan data uploading to the serving. But like I said, it's very minor.","Overall: I produce charity events for hospitals and cancer research facilities all over the country. Even when I use BigTickets to help me fulfill free tickets for my participants (for which they don't get a cut) their staff still goes out of their way to help me find solutions that work for me. Not mention the support during the event! We used a big competitor to Big Tickets one year and had an issue during the event, but couldn't get any support on the weekend. Big Tickets is always available, if not physically present at the event. I won't use anyone else!",
big tickets,Great team service.,Verified Reviewer,nan,,Source: Capterra,NO,nan,"Jun 19, 2018",5,5,4,5,4,10.0,,Pros: Provides lots of functionality that can be used to increase ticket sales. Onsite staff is knowledgeable and experienced. Also like the new phone app.,Cons: None really. Just waiting for more additional features that can help us grow our business. Can't wait to see what comes next.,Overall: Functionality and different measurements and comparison features.,
big tickets,Great Ticketing Platform!,Kristie A.,Development & Partnerships Manager,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 14, 2018",5,5,5,5,5,10.0,,"Pros: I like how clean everything looks, and how easy it is to navigate around the site (which is not the case with some other ticketing platforms). I like how it shows you free events as well as paid, too!","Cons: As far as I can tell, there isn't anything that I find that I don't like.","Overall: We at Giving Kitchen love the relationship we have with Big Ticktes. Our contact, Customer Service has been extremely helpful whenever we want to host an event through the Big Tickets platform. We also appreciate how Big Tickets gives back to the community by kicking back some of the fees to Giving Kitchen. Every dollar helps, and that $100 will pay the power bill to someone in crisis!",
big tickets,My Company Loves Big Tickets!,Hannah B.,Account Executive,"Public Relations and Communications, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 14, 2018",5,5,4,5,4,10.0,,Pros: I've used Big Tickets as a consumer and an event host and I love how user-friendly it is on both ends. Big Tickets keeps the fees low for event hosts and customer service is always readily available. I work with Will here in Atlanta and he's always been available to answers questions as well as help boost the event to the front page and/or e-blasts that go out to Atlanta consumers.,"Cons: Overall, I've not had a bad experience with the software. I think a few people were confused when the name changed but that's about it.","Overall: We at Giving Kitchen love the relationship we have with Big Ticktes. Our contact, Customer Service has been extremely helpful whenever we want to host an event through the Big Tickets platform. We also appreciate how Big Tickets gives back to the community by kicking back some of the fees to Giving Kitchen. Every dollar helps, and that $100 will pay the power bill to someone in crisis!",
big tickets,Excellent personal support,Verified Reviewer,nan,"Non-Profit Organization Management, Self-employed",Source: Capterra,NGC,nan,"Apr 19, 2019",5,5,5,5,5,10.0,,"Pros: I like having a real person I can reach out to with questions. Also, having the team at the event to sell tickets on the door and check people in was amazing.","Cons: Nothing. Compared to competitors, this software does everything we need it to. We can comp as many tickets as we want without paying fees on them and we can run promotions and discounts as well as giving people VIP codes. Love it.",Overall: Our event is attended by 1000-1400 people every year and it's really reassuring to know that year-to-year we don't have to worry about ticket sales and checking people in on the night. Totally stress free!,
big tickets,Big Tickets,Crystel S.,Director of Vendors and Customer Service,"Events Services, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Jan 10, 2019",5,5,5,5,5,10.0,,Pros: The ability to track sales over several years. We are also able to pin point sales by the day and compare the day to past years.,"Cons: Honestly, I have no complaints. It is easy to use after you acclimate yourself to the software.","Overall: Big Tickets has went above and beyond to make sure our company is satisfied with the software, and has even tailored certain aspects for us.",
big tickets,Best ticketing provider out there.,Stephanie C.,Owner,"Events Services, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 15, 2018",5,5,5,5,5,10.0,,Pros: We've been with big tickets for almost 10 years and their customer service and functionality cannot be beat. You can actually call or email and get a fast response and the user interface for us in the consumer is awesome!,Cons: You need day of sales inventory management,Overall: Selling tickets to beer festivals,
big tickets,Buying Tickets is a Breeze!,Verified Reviewer,nan,"Restaurants, 51-200 employees",Source: Capterra,NGC,nan,"Dec 14, 2018",4,4,4,5,4,10.0,,"Pros: Buying Tickets is a Breeze with Big Tickets! It is easy to read, process and purchase.",Cons: Sometimes I'm not sure where to click next.,Overall: Big Tickets works well for our business as it is easy for our customers to purchse tickets for events.,
big tickets,Xorbia is super easy to use to sell tickets for large or small events.,Molly G.,Owner,,Used the software for: 1-2 years,NO,Source: Capterra,"Nov 30, 2017",5,5,5,5,5,10.0,,Pros: I like that I can easily see how many tickets I have sold as well as change anything about the event as needed.,Cons: It's a little tricky to find the list of people who bought tickets and once I missed clicking to make the event public so it wasn't published for a few days.,Overall: It's easy and I don't have to take credit card numbers over the phone or sell tickets myself.,
big tickets,Xorbia is easy to use & helpful,Beth B.,,,,nan,Source: Capterra,"Nov 29, 2016",5,5,4,5,5,10.0,,Pros: Very intuitive and easy to use!,Cons: It's a little tricky to find the list of people who bought tickets and once I missed clicking to make the event public so it wasn't published for a few days.,"Overall: We've used Xorbia for 3 years and it's been a great partnership! The software is super easy to use, especially from an administrative side. Account Manager, KC, is always quick to respond to any questions with helpful feedback. She also attends our events and is always prepared to make our ticket scanning process go as smooth as possible.",
big tickets,"I've used Xorbia for 3 events now and love it. Easy, great/quick help when I need it.",Karen D.,Director,,Used the software for: 2+ years,NO,Source: Capterra,"Dec 04, 2017",5,4,5,5,nan,nan,,Pros: It walks me through each step and is easy to edit when details change. I also like that payments are direct deposited!,Cons: It's a little tricky to find the list of people who bought tickets and once I missed clicking to make the event public so it wasn't published for a few days.,"Overall: We've used Xorbia for 3 years and it's been a great partnership! The software is super easy to use, especially from an administrative side. Account Manager, KC, is always quick to respond to any questions with helpful feedback. She also attends our events and is always prepared to make our ticket scanning process go as smooth as possible.",
big tickets,Solid Choice,Darian M.,Contractor,"Events Services, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jan 03, 2019",5,5,5,5,5,10.0,,"Pros: I have been using Big Tickets for well over 5 years in various capacities. Events ranging from a few hundred to several thousand, Big Tickets always deliver. They are always evolving asking questions and making enhancements to their products that make them rise above the rest. Their support is top notch and always available.","Cons: No issues, even if i did list some they would be addressed ASAP.","Overall: We've used Xorbia for 3 years and it's been a great partnership! The software is super easy to use, especially from an administrative side. Account Manager, KC, is always quick to respond to any questions with helpful feedback. She also attends our events and is always prepared to make our ticket scanning process go as smooth as possible.",
big tickets,Great Service,Brandon M.,Operations Manager,"Entertainment, 51-200 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Dec 14, 2018",5,4,5,5,5,10.0,,Pros: Their adaptability! We had some request that were not offered that they came through on big time!,Cons: The software is flawless. I have yet to find any issues.,"Overall: Great people, great company! I would highly recommend.",
big tickets,Easy to Use,Kat C.,Account Executive,"Public Relations and Communications, 11-50 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Dec 18, 2018",5,5,5,5,5,9.0,,Pros: Big Tickets is easy to use and is also offers helpful tools to market our events to the public.,Cons: The name change caused a little bit of confusion among our clients but was easily fixed after using the platform.,"Overall: Great people, great company! I would highly recommend.",
big tickets,Professional Service,Jeff S.,Chairman,"Civic & Social Organization, Self-employed",Used the software for: 2+ years,NGC,Source: Capterra,"Apr 26, 2019",5,5,5,5,5,10.0,,"Pros: Ease of use, love the iPhone app. Simple to navigate",Cons: Nothing. It did everything I needed it to do,Overall: Great support!!!,
big tickets,Great resource and team!,Darrah B.,Founder,,,nan,Source: Capterra,"Dec 03, 2015",5,5,nan,5,nan,nan,"Comments: We've used Xorbia for years and really enjoyed our experience! The team is always helpful and available, and their platform has great reporting capabilities that have helped us grow. Additionally, we've gotten great exposure on their platform for our events. Highly recommend!","Pros: Ease of use, love the iPhone app. Simple to navigate",Cons: Nothing. It did everything I needed it to do,Overall: Great support!!!,
big tickets,Easy and great customer service,Verified Reviewer,nan,,Source: Capterra,NO,nan,"Nov 30, 2017",5,4,4,5,nan,nan,"Comments: We've used Xorbia for years and really enjoyed our experience! The team is always helpful and available, and their platform has great reporting capabilities that have helped us grow. Additionally, we've gotten great exposure on their platform for our events. Highly recommend!","Pros: Easy to use, great analytics, and user friendly. I'd never worked on a big event and used a system like this and it made the process less intimidating.",Cons: Sometimes there are too many steps to get what you're looking for. Trying to compare last year's sales to this year's took a lot of steps. Some things could be explained better. Also I'd like more options for emails.,Overall: Great support!!!,
big tickets,Past Customer,Henry R.,President/CEO,"Non-Profit Organization Management, 10,001+ employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Dec 14, 2018",5,4,5,3,5,10.0,"Comments: We've used Xorbia for years and really enjoyed our experience! The team is always helpful and available, and their platform has great reporting capabilities that have helped us grow. Additionally, we've gotten great exposure on their platform for our events. Highly recommend!","Pros: Ease of reporting, simple to use. Served our needs",Cons: No active (live) customer support to respond to calls when we had questions,Overall: Postive,
