title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
Great Customer Service,Felicia B.,Owner,"Restaurants, 11-50 employees",Used the software for: 2+ years,VR,Source: Capterra,"Jan 26, 2017",4,3,4,5,5,10.0,,"Pros: With nothing to compare it to, not sure I can give a fair evaluation on software.","Cons: Redundancies. Too many steps. At this point, with the number of events I have created, it should take less than 5 minutes to set up.

Loading images and getting them to the right size, resolution and added steps to update everytime you make change.

Recommendation would be to allow companies to set up a template and only have to fill in changes to the actual event OR fix Cloning. Whenever I use the Cloning feature, there is always issues that don't make sense.","Overall: We are a smaller venue and on-line ticket sales are primarily a convenience for customers within the local area. In my opinion, the overall function and ease of use, could be more streamlined to reduce some of the reduncancy when creating an event. I would consider myself above average on a technical level, but there seems to be tedious issues, requiring me to ask for assistance whenever I am creating an event. Having said that, the support we receive from Gary Bradshaw and his quick response at resolving any problems, is excellent. We have not tried other ticketing agencies because of the level of customer service we receive.

To be fair, I have never used another ticketing agent, so I have nothing to compare it to. The reason for 3 Star on Ease of Use is because, while not complicated, it can be tedious and more time consuming than I believe it should.

Having been in business for a long time, even if a particular product or service is slightly higher in cost or slightly lower in quality, it is well worth it when customer service is above reproach.",
Andrew Peterson presents Behold The Lamb Of God,Lisa S.,Event Coordinator,"Religious Institutions, 11-50 employees",Used the software for: Less than 6 months,VR,Source: Capterra,"Dec 12, 2016",5,5,5,5,5,10.0,,Pros: Very user-friendly - Very detailed - Lots of helpful reports including the profit and loss statement!,"Cons: Just the one glitch we had with 8-10 tickets having only the first name on attendees ticket and 2 first names on our attendee list instead of first and last name. For example, instead of Keri Johnson, it had Keri Keri.","Overall: My overall experience with Attendstar was very positive! Customer service was outstanding! They're very helpful in answering questions, adding tickets, verifying ticket refunds, etc... They were awesome from start to finish!

The afternoon of the concert, I printed out our list of attendees to give to those checking in our guests at the front door. The only glitch we had, there were 8-10 ticket holders that when they presented their tickets, it only had their first name. So we asked for their last name, thinking it was probably just a printing area, but the last name was still not on the attendee list. What we soon figured out was with these 8-10 tickets, was their first name was on the attendee list as both their first and last names. For example, Ticket holder #125, order ID 1419943, was listed on the attendee list as Keri Keri. This was not a huge detriment of anything but I just wanted to let you know so you could look into it from your end. We would definitely use Attendstar again!!! Thanks, Attendstar!!!",
Thanks for your support!,Maurice V.,Administrator,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,VR,Source: Capterra,"Feb 17, 2017",5,5,5,5,4,10.0,,Pros: Easy to use,Cons: You fix any cons that I had so there are none.,"Overall: I really enjoy using your product. Whenever I have had an issue you were always quick to resolve it. As a result, I really enjoyed using your product. I would recommend it to anyone. For those of you from Canada as I am, they will do your sales in Canadian dollars and deposit the money into your Canadian Bank account.",Recommendations to other buyers: none
Service Sets AttendStar Apart,Whit S.,Owner,"Entertainment, 11-50 employees",Used the software for: 2+ years,VR,Source: Capterra,"Jan 25, 2017",5,5,5,5,5,10.0,,Pros: It is pretty intuitive -- at least I found it to be. There are more functions and features that have been added than I've taken advantage of -- but I feel that I've gotten plenty with what has long been a part of the package.,"Cons: There isn't much not to like. I suppose it'd be nice to be able to copy events or tickets a bit easier, but that's a minor issue.","Overall: We've used AttendStar for multiple events. The software/web UI is easy to navigate and it doesn't take long to master. The feature set continues to improve, and it's clear that the company is continually looking for ways to enhance their product. From my perspective, though, the biggest selling point for AttendStar is how they service their product and value their customers. They are responsive, friendly, thoughtful and you feel like you've got an ally in them -- even though they are filling a particular need, it's clear they want the entire event to be successful. We highly recommend them and mention them to other entertainers and event planners!",
Always great to work with,Bernie A.,Pastor,"Religious Institutions, 11-50 employees",Used the software for: 2+ years,VR,Source: Capterra,"Dec 12, 2016",4,5,4,5,4,9.0,,Pros: Fairly simple to use and the tracking features are great.,Cons: Sometimes it takes me a minute to fully understand some of the charts.,Overall: I've done several events with AttendStar and greatly appreciate their customer support. They communicate timely and handle any issues quickly and with professionalism. I haven't hosted any concerts for a while but when I do I always reach out to my friends at AttendStar.,
The BEST service you can ask for!,Choe H.,President/CEO,"Music, Self-employed",Used the software for: 2+ years,VR,Source: Capterra,"Dec 12, 2016",5,4,5,5,5,10.0,,"Pros: I love the service and value are top! I love how they can track the sales and give you up to date tickets sales. The staff is wonderful they have assisted me, even when I didn't know I needed it!","Cons: Not too many cons. If I had to pick one, they used to provide hard tickets for the price of shipping only. I miss that.","Overall: For 3 years I have been using Attendstar. Their service is amazing! I have used them quite often and now that I travel the country interacting with other promoters, I am constantly steering them to Attendstar!

I have used others and they are far behind when it comes to value and service!",
Smoky Mountain Air Show,Jennifer G.,Air Show Coordinator,"Airlines/Aviation, 51-200 employees",Used the software for: 1-2 years,VR,Source: Capterra,"Dec 12, 2016",5,5,5,4,5,10.0,,Pros: The back end client portal was very easy to use and make changes.,"Cons: Any cons that I would have would be with the way we set-up our ticketing, not the Attendstar system.",Overall: Attendstar was very easy to use. Any issues that we incurred was mainly on our end and were due to the fact that it had been so long since we hosted our event. We will make changes to the next show but would still plan to use Attendstar.,
Attendstar is my top choice!,Molly T.,Artist Management,,,VR,Source: Capterra,"Jan 06, 2017",5,5,4,5,5,10.0,,Pros: Easy to use even for people that have never set up ticketing sights. They make it a breeze and leave you feeling confident in your abilities.,,Overall: I have used Attendstar for over 2 years now. The improvements to the websites and functions have grown by leaps and bounds. We recommend it to all our promoters to use because of the ease of setting up a site. They also take suggestions well. I have sent many of emails with suggestions on how to improve from the user's end and they have listened. They are a company that strives to give the consumer the best possible experience. Whenever I have had small issues I get quick responses on how to fix. I will continue to support and recommend their services.,Recommendations to other buyers: Don't hesitate to ask them for advice. They know what they are doing!
Five Star Rating For AttendStar,Janice S.,,,,VR,Source: Capterra,"Jan 27, 2017",5,5,5,5,5,10.0,"Comments: My dealings with AttendStar was a FIVE STAR experience.

This was my first time using an online ticket service, but after talking with the AttendStar agents I was confident I chose the right people. The agents took the time to answer all of my many questions with professionalism, were knowledgeable about the service, and very people-friendly.

They had me set up for business in no time. My customers found it to be a easy convenient way to purchase tickets to my event. I also had 24/7 access to my account to review and keep track of all my transactions.

As far as the pricing for AttendStar online service compared to others (some charged less, some charged more) It worked best for me because of the high quality of service I received.

I would definitely recommend them to my friends and family.",,,,
!AttendStar is Awesome!,Brian V.,Label Owner,"Music, 1-10 employees",Used the software for: 6-12 months,VR,Source: Capterra,"Jan 25, 2017",5,5,5,5,5,10.0,,Pros: Every sing feature and benefit. Because AttendStar has helped me and answered all my struggling questions.,"Cons: There is nothing i dislike about this software, as I said I would strongly recommend this site.",Overall: This is an awesome way to organize and sell your tickets. I strongly recommend that buyers will go to AttendStar for help and to base their organization today.,Recommendations to other buyers: You would waste less money or even free if you use this site for its intended purpose.
DACC Players,Suzanna A.,,,,VR,Source: Capterra,"Jan 06, 2017",5,5,5,4,3,9.0,,"Pros: Ease of use and reservations. Also, the report at the end of the shows. The extras you could add to your event, like not letting people cancel or change their reservations.",Cons: Nothing really,Overall: The only issue we had with people making their online reservations was they did not like the online fee. We did explain that any other sites that they would make reservations on would also charge a fee. Some people claimed they did not have a credit card to make the reservations.,Recommendations to other buyers: Other payment methods for those making reservations? Paypal maybe?
LOVE the ease of Attendstar,Christie B.,Director of Operations,"Non-Profit Organization Management, 11-50 employees",Used the software for: Less than 6 months,VR,Source: Capterra,"Jan 25, 2017",5,5,5,5,5,10.0,,Pros: Super easy to use and very intuitive.,Cons: I haven't found anything yet.,Overall: This is the very first large scale ticketed event we have done. Attendstar has made it so incredibly easy...and it is so professional looking. I would not hesitate to use Attendstar again.,Recommendations to other buyers: Try it...you will not be sorry.
The first product like it I have used.,ricky j.,,,,VR,Source: Capterra,"Jan 25, 2017",4,5,4,4,5,10.0,"Comments: I have no experience selling tickets through the internet so I really have nothing to compare this to. I found using it to be very simple, with only a few things I would change:

They put the date when tickets are not longer on sale right under the title of the event, so several of my friends have thought the concert started at the wrong time.",,,,
Assistant Controller/ Internal Audit,Kim M.,Assistant Controller,"Airlines/Aviation, 51-200 employees",Used the software for: 6-12 months,VR,Source: Capterra,"Jan 25, 2017",5,5,5,5,5,10.0,,Pros: The detail provided on each purchase.,,"Overall: The system presented no problems of which I am aware. The employee responsible for researching any discrepancy was able to go into the system. see how the payment was made, and could actually remove the purchase from the list if there was any kind of problem (a chargeback, for example).",
Attendstar is AMAZING,Choe H.,President,"Music, Self-employed",Used the software for: 2+ years,VR,Source: Capterra,"Jan 06, 2017",5,5,5,5,5,10.0,,"Pros: Ease of use, quick response, great employees.",Cons: Length of ticket links.,"Overall: I would, and do, suggest Attendstar to anyone that needs to sell tickets and reach more people. Their staff, starting at the top, are gracious and ready to serve. I cannot say enough great things about Attendstar and the service they provide!",
My Attend Star Review,Mark B.,Manager,"Broadcast Media, 1-10 employees",Used the software for: 2+ years,VR,Source: Capterra,"Jan 11, 2017",4,5,4,5,5,8.0,,Pros: User friendly. I am able to setup my own event. I am able to use the another CC processing service and charge my own fees,Cons: Reports,Overall: Great service. My only problem is the attendee report. I wish each ticket purchase was on a single line instead of multiple.,
